Rank,Platform,Year,Genre,Publisher,Global_Sales
13531,0.66,2016.0,0.57,0.04,0.04
13532,0.39,2003.0,0.94,0.35,0.04
13533,0.72,2006.0,0.53,0.53,0.04
13534,0.24,2006.0,0.47,0.89,0.04
13535,0.7,2007.0,0.59,0.05,0.04
13536,0.36,2004.0,0.79,0.21,0.04
13537,0.38,2006.0,0.45,0.29,0.04
13538,0.49,2011.0,0.94,0.14,0.04
13539,0.27,2010.0,0.59,0.55,0.04
13540,0.24,2010.0,0.19,0.03,0.04
13541,0.36,2004.0,0.53,0.34,0.04
13542,0.39,2005.0,0.53,0.12,0.04
13543,0.31,2003.0,0.26,0.04,0.04
13544,0.7,2010.0,0.19,0.34,0.04
13545,0.72,2012.0,0.19,0.05,0.04
13546,0.72,2013.0,0.79,0.13,0.04
13547,0.84,1995.0,0.94,0.24,0.04
13548,0.78,2011.0,0.57,0.28,0.04
13549,0.39,2004.0,0.62,0.52,0.04
13550,0.38,2010.0,0.42,0.07,0.04
13551,0.7,2007.0,0.79,0.11,0.04
13552,0.39,2002.0,0.79,0.14,0.04
13553,0.27,2011.0,0.53,0.11,0.04
13554,0.72,2011.0,0.47,0.06,0.04
13555,0.61,1998.0,0.53,0.05,0.04
13556,0.49,2015.0,0.53,0.27,0.04
13557,0.78,2006.0,0.53,0.52,0.04
13558,0.24,2012.0,0.62,0.07,0.04
13559,0.38,2006.0,0.53,0.05,0.04
13560,0.24,2011.0,0.19,0.02,0.04
13561,0.24,2009.0,0.19,0.17,0.04
13562,0.58,2006.0,0.19,0.34,0.04
13563,0.24,2009.0,0.47,0.05,0.04
13564,0.27,2016.0,0.19,0.62,0.04
13565,0.27,2007.0,0.59,0.82,0.04
13566,0.38,2008.0,0.53,0.07,0.04
13567,0.72,2012.0,0.94,0.13,0.04
13568,0.27,2015.0,0.57,0.34,0.04
13569,0.38,2008.0,0.19,0.17,0.04
13570,0.58,2001.0,0.45,0.15,0.04
13571,0.15,2012.0,0.62,0.45,0.04
13572,0.61,1998.0,0.53,0.26,0.04
13573,0.31,2004.0,0.57,0.14,0.04
13574,0.39,2002.0,0.47,0.52,0.04
13575,0.58,2004.0,0.19,0.43,0.04
13576,0.7,2010.0,0.94,0.04,0.04
13577,0.58,2005.0,0.53,0.35,0.04
13578,0.58,2008.0,0.19,0.03,0.04
13579,0.78,2009.0,0.57,0.04,0.04
13580,0.31,2003.0,0.59,0.35,0.04
13581,0.24,2008.0,0.53,0.07,0.04
13582,0.58,2006.0,0.53,0.27,0.04
13583,0.24,2010.0,0.19,0.06,0.04
13584,0.49,2011.0,0.57,0.08,0.04
13585,0.38,2009.0,0.53,0.07,0.04
13586,0.24,2006.0,0.47,0.34,0.04
13587,0.7,2011.0,0.94,0.17,0.04
13588,0.31,2005.0,0.57,0.2,0.04
13589,0.7,2009.0,0.57,0.05,0.04
13590,0.72,2013.0,0.45,0.27,0.04
13591,0.7,2006.0,0.53,0.48,0.04
13592,0.7,2008.0,0.53,0.16,0.04
13593,0.39,2001.0,0.53,0.23,0.04
13594,0.7,2008.0,0.79,0.05,0.04
13595,0.38,2011.0,0.53,0.23,0.04
13596,0.38,2008.0,0.19,0.04,0.04
13597,0.27,2008.0,0.53,0.97,0.04
13598,0.49,2016.0,0.47,0.05,0.04
13599,0.38,2006.0,0.19,0.07,0.04
13600,0.49,2014.0,0.53,0.05,0.04
13601,0.38,2009.0,0.42,0.16,0.04
13602,0.39,2002.0,0.53,0.75,0.04
13603,0.31,2006.0,0.59,0.82,0.04
13604,0.15,2016.0,0.53,0.14,0.04
13605,0.61,2000.0,0.45,0.34,0.04
13606,0.58,2001.0,0.53,0.11,0.04
13607,0.38,2010.0,0.53,0.07,0.04
13608,0.7,2007.0,0.79,0.07,0.04
13609,0.72,2013.0,0.53,0.27,0.04
13610,0.31,2004.0,0.94,0.2,0.04
13611,0.78,2010.0,0.79,0.17,0.04
13612,0.58,2009.0,0.45,0.34,0.04
13613,0.58,2002.0,0.57,0.82,0.04
13614,0.38,2009.0,0.45,0.29,0.04
13615,0.61,2001.0,0.57,0.28,0.04
13616,0.83,2016.0,0.47,0.05,0.04
13617,0.24,2004.0,0.42,0.11,0.04
13618,0.27,2006.0,0.45,0.82,0.04
13619,0.49,2011.0,0.47,2.54,0.04
13620,0.31,2003.0,0.53,0.28,0.04
13621,0.38,2007.0,0.42,0.52,0.04
13622,0.72,2016.0,0.53,0.27,0.04
13623,0.31,2002.0,0.57,0.04,0.04
13624,0.27,2002.0,0.45,0.82,0.04
13625,0.27,2004.0,0.26,0.04,0.04
13626,0.15,2014.0,0.19,0.04,0.04
13627,0.38,2011.0,0.79,0.21,0.04
13628,0.36,2003.0,0.57,0.35,0.04
13629,0.24,2007.0,0.53,0.06,0.04
13630,0.38,2005.0,0.47,0.43,0.04
13631,0.38,2007.0,0.62,0.08,0.04
13632,0.27,2001.0,0.26,0.82,0.04
13633,0.27,2011.0,0.19,0.52,0.04
13634,0.7,2012.0,0.53,0.15,0.04
13635,0.27,2009.0,0.26,0.48,0.04
13636,0.7,2008.0,0.94,0.05,0.04
13637,0.7,2010.0,0.47,0.1,0.04
13638,0.24,2005.0,0.62,0.53,0.04
13639,0.31,2006.0,0.57,0.97,0.04
13640,0.27,2008.0,0.53,0.53,0.04
13641,0.24,2011.0,0.19,0.03,0.04
13642,0.38,2006.0,0.47,2.54,0.04
13643,0.38,2009.0,0.45,0.29,0.04
13644,0.38,2011.0,0.42,0.17,0.04
13645,0.7,2010.0,0.19,0.13,0.04
13646,0.31,2005.0,0.79,0.05,0.04
13647,0.24,2012.0,0.53,0.27,0.04
13648,0.7,2007.0,0.53,0.29,0.04
13649,0.83,2016.0,0.53,0.62,0.04
13650,0.24,2006.0,0.47,0.97,0.04
13651,0.72,2015.0,0.53,0.27,0.04
13652,0.66,2016.0,0.53,0.11,0.04
13653,0.36,2004.0,0.53,0.43,0.04
13654,0.49,2013.0,0.53,0.27,0.04
13655,0.49,2015.0,0.53,0.52,0.04
13656,0.38,2007.0,0.45,0.11,0.04
13657,0.24,2011.0,0.62,0.14,0.04
13658,0.24,2006.0,0.59,0.27,0.04
13659,0.24,2009.0,0.53,0.17,0.04
13660,0.27,2006.0,0.26,0.52,0.04
13661,0.38,2008.0,0.62,0.06,0.04
13662,0.38,2008.0,0.47,0.27,0.04
13663,0.24,2008.0,0.53,0.34,0.04
13664,0.27,2011.0,0.57,0.43,0.04
13665,0.7,2008.0,0.42,0.12,0.04
13666,0.27,2009.0,0.26,0.02,0.04
13667,0.27,,0.59,0.31,0.04
13668,0.24,2010.0,0.19,0.02,0.04
13669,0.58,2000.0,0.47,0.16,0.04
13670,0.72,2008.0,0.59,0.13,0.04
13671,0.24,2005.0,0.42,0.89,0.04
13672,0.58,2007.0,0.57,0.34,0.04
13673,0.27,2012.0,0.57,0.97,0.04
13674,0.61,,0.19,,0.04
13675,0.84,1996.0,0.62,1.12,0.04
13676,0.38,2008.0,0.59,0.13,0.04
13677,0.7,,0.42,0.05,0.04
13678,0.83,2015.0,0.53,0.07,0.04
13679,0.27,2005.0,0.26,0.5,0.04
13680,0.38,2006.0,0.53,0.06,0.04
13681,0.38,2008.0,0.45,0.34,0.04
13682,0.24,2010.0,0.19,0.07,0.04
13683,0.78,2011.0,0.19,0.11,0.04
13684,0.27,2009.0,0.47,0.43,0.04
13685,0.49,2012.0,0.47,0.52,0.04
13686,0.58,2005.0,0.57,0.06,0.04
13688,0.27,2013.0,0.79,0.53,0.04
13689,0.38,2010.0,0.45,0.48,0.04
13690,0.24,2007.0,0.59,0.1,0.04
13691,0.31,2004.0,0.45,0.2,0.04
13692,0.58,2008.0,0.19,0.02,0.04
13693,0.38,2010.0,0.62,0.27,0.04
13694,0.27,2003.0,0.26,1.3,0.04
13695,0.78,2012.0,0.53,0.04,0.04
13696,0.58,2001.0,0.79,0.28,0.04
13697,0.61,1998.0,0.57,0.34,0.04
13698,0.38,2007.0,0.57,0.18,0.04
13699,0.39,2004.0,0.53,0.82,0.04
13700,0.24,2011.0,0.19,0.03,0.04
13701,0.24,2006.0,0.47,0.16,0.04
13702,0.38,2009.0,0.42,0.27,0.04
13703,0.31,2005.0,0.53,0.53,0.04
13704,0.83,2016.0,0.26,0.97,0.04
13705,0.27,2007.0,0.26,0.48,0.04
13706,0.61,1995.0,0.79,0.23,0.04
13707,0.24,2012.0,0.62,0.17,0.04
13708,0.78,2007.0,0.42,0.1,0.04
13709,0.61,1998.0,0.57,0.56,0.04
13710,0.69,2000.0,0.57,0.34,0.04
13711,0.27,2011.0,0.26,0.17,0.04
13712,0.69,1998.0,0.57,0.34,0.04
13713,0.72,2010.0,0.57,0.16,0.04
13714,0.38,2010.0,0.53,0.27,0.04
13715,0.24,2007.0,0.79,0.35,0.04
13716,0.24,2006.0,0.59,0.43,0.04
13717,0.19,1996.0,0.19,0.04,0.04
13718,0.19,1994.0,0.57,0.43,0.04
13719,0.15,2012.0,0.53,0.34,0.04
13720,0.58,2005.0,0.53,0.48,0.04
13721,0.38,2009.0,0.79,0.1,0.04
13722,0.72,2011.0,0.57,0.11,0.04
13723,0.24,2011.0,0.19,0.03,0.04
13724,0.84,1995.0,0.62,0.08,0.04
13725,0.31,2005.0,0.26,0.97,0.04
13726,0.27,2011.0,0.59,0.03,0.04
13727,0.24,2012.0,0.53,0.03,0.04
13728,0.36,2002.0,0.57,0.75,0.04
13729,0.49,2011.0,0.62,0.05,0.04
13730,0.7,2010.0,0.59,0.1,0.04
13731,0.78,2011.0,0.79,0.06,0.04
13732,0.38,2012.0,0.53,0.17,0.04
13733,0.78,2012.0,0.57,0.97,0.04
13734,0.27,2003.0,0.53,0.97,0.04
13735,0.36,,0.57,0.17,0.04
13736,0.24,2009.0,0.53,0.34,0.04
13737,0.84,1995.0,0.59,0.24,0.04
13738,0.7,2010.0,0.57,0.17,0.04
13739,0.7,2010.0,0.47,0.03,0.04
13740,0.69,1999.0,0.26,0.27,0.04
13741,0.69,1999.0,0.59,0.52,0.04
13742,0.69,1999.0,0.26,0.26,0.04
13743,0.69,1999.0,0.59,0.17,0.04
13744,0.69,2000.0,0.94,0.26,0.04
13745,0.39,2003.0,0.94,0.43,0.04
13746,0.69,1998.0,0.53,0.34,0.04
13747,0.58,2003.0,0.53,0.22,0.04
13748,0.24,2012.0,0.53,0.08,0.04
13749,0.36,2002.0,0.94,0.48,0.04
13750,0.24,2011.0,0.62,0.16,0.04
13751,0.38,2007.0,0.42,0.55,0.04
13752,0.31,2005.0,0.26,0.31,0.04
13753,0.27,2012.0,0.53,0.53,0.04
13754,0.24,2012.0,0.57,0.08,0.04
13755,0.78,2007.0,0.53,0.16,0.04
13756,0.38,2005.0,0.57,0.17,0.04
13757,0.61,1998.0,0.79,0.27,0.04
13758,0.38,2010.0,0.47,0.52,0.04
13759,0.72,2012.0,0.59,0.17,0.04
13760,0.24,2009.0,0.62,0.89,0.04
13761,0.83,2014.0,0.53,0.89,0.04
13762,0.24,2013.0,0.57,0.43,0.04
13763,0.72,2007.0,0.19,0.43,0.04
13764,0.38,2009.0,0.42,0.24,0.04
13765,0.66,2016.0,0.53,0.27,0.04
13766,0.24,2011.0,0.19,0.03,0.04
13767,0.58,2008.0,0.79,0.43,0.04
13768,0.58,2002.0,0.59,0.22,0.04
13769,0.38,2008.0,0.47,0.19,0.04
13770,0.38,2009.0,0.19,0.27,0.04
13771,0.58,2006.0,0.62,0.16,0.04
13772,0.66,2014.0,0.53,0.29,0.04
13773,0.49,2014.0,0.19,0.04,0.04
13774,0.27,2007.0,0.26,0.35,0.04
13775,0.39,2002.0,0.57,0.52,0.04
13776,0.38,2009.0,0.45,0.52,0.04
13777,0.72,2012.0,0.62,0.08,0.04
13778,0.58,2008.0,0.53,0.97,0.04
13779,0.38,2010.0,0.47,0.15,0.04
13780,0.58,2006.0,0.19,0.02,0.04
13781,0.83,2014.0,0.26,0.16,0.04
13782,0.58,2003.0,0.57,0.34,0.04
13783,0.24,2009.0,0.53,0.07,0.04
13784,0.38,2006.0,0.47,0.15,0.04
13785,0.39,2003.0,0.94,0.43,0.04
13786,0.27,2005.0,0.62,0.43,0.04
13787,0.27,2010.0,0.26,0.08,0.04
13788,0.72,2012.0,0.53,0.04,0.04
13789,0.58,2007.0,0.53,0.05,0.04
13790,0.38,2007.0,0.47,0.52,0.04
13791,0.72,2016.0,0.62,0.62,0.04
13792,0.72,2013.0,0.19,0.07,0.04
13793,0.27,2010.0,0.19,0.52,0.04
13794,0.24,2011.0,0.19,0.07,0.04
13795,0.72,2007.0,0.57,0.52,0.04
13796,0.72,2009.0,0.26,0.21,0.04
13797,0.31,2006.0,0.53,0.97,0.04
13798,0.39,2004.0,0.42,2.54,0.04
13799,0.24,2009.0,0.53,0.13,0.04
13800,0.24,2009.0,0.79,0.06,0.04
13801,0.58,2009.0,0.26,0.06,0.04
13802,0.38,2009.0,0.42,0.2,0.04
13803,0.38,2007.0,0.47,0.27,0.04
13804,0.61,1995.0,0.45,0.17,0.04
13805,0.31,2004.0,0.47,0.12,0.04
13806,0.24,2011.0,0.19,0.03,0.04
13807,0.38,2010.0,0.19,0.34,0.04
13808,0.27,2013.0,0.53,0.53,0.04
13809,0.7,2010.0,0.53,0.27,0.04
13810,0.72,2011.0,0.53,0.89,0.04
13811,0.78,2011.0,0.53,0.02,0.04
13812,0.7,2010.0,0.57,0.17,0.04
13813,0.38,2007.0,0.79,0.52,0.04
13814,0.24,2009.0,0.62,0.07,0.04
13815,0.38,2008.0,0.19,0.27,0.04
13816,0.24,2008.0,0.19,0.02,0.04
13817,0.58,2003.0,0.53,0.43,0.04
13818,0.58,2004.0,0.53,0.43,0.04
13819,0.38,2008.0,0.19,0.03,0.04
13820,0.78,2006.0,0.42,0.34,0.04
13821,0.39,2003.0,0.59,0.43,0.04
13822,0.49,2012.0,0.19,0.17,0.04
13823,0.78,2009.0,0.59,0.82,0.04
13824,0.38,2009.0,0.53,0.43,0.04
13825,0.78,2009.0,0.57,0.27,0.04
13826,0.61,1997.0,0.26,0.82,0.04
13827,0.27,2014.0,0.53,0.34,0.04
13828,0.38,2007.0,0.53,0.29,0.04
13829,0.61,1997.0,0.53,0.71,0.04
13830,0.39,2002.0,0.57,0.52,0.04
13831,0.7,2008.0,0.79,0.15,0.04
13832,0.72,2015.0,0.53,0.11,0.04
13833,0.27,2010.0,0.62,0.82,0.04
13834,0.72,2015.0,0.53,0.16,0.04
13835,0.27,2005.0,0.45,0.75,0.04
13836,0.72,2009.0,0.59,0.13,0.04
13837,0.31,2006.0,0.19,0.22,0.04
13838,0.27,2015.0,0.45,0.82,0.04
13839,0.19,1995.0,0.47,0.03,0.04
13840,0.15,2015.0,0.53,0.05,0.04
13841,0.27,2011.0,0.45,0.21,0.04
13842,0.38,2005.0,0.47,0.27,0.04
13843,0.24,2010.0,0.19,0.14,0.04
13844,0.36,2005.0,0.53,0.27,0.04
13845,0.58,2010.0,0.47,0.97,0.04
13846,0.58,2008.0,0.47,0.12,0.04
13847,0.49,2016.0,0.19,0.27,0.04
13848,0.61,1999.0,0.57,0.34,0.04
13849,0.58,2004.0,0.57,0.2,0.04
13850,0.58,2006.0,0.26,0.08,0.04
13851,0.27,2006.0,0.53,0.35,0.04
13852,0.27,2009.0,0.57,0.13,0.04
13853,0.38,2006.0,0.57,0.82,0.04
13854,0.27,2007.0,0.26,0.48,0.04
13855,0.39,2002.0,0.62,0.27,0.04
13856,0.83,2015.0,0.62,0.1,0.04
13857,0.61,2001.0,0.19,0.26,0.04
13858,0.27,2006.0,0.45,0.97,0.04
13859,0.38,2009.0,0.42,0.1,0.04
13860,0.66,2015.0,0.19,0.29,0.04
13861,0.61,1998.0,0.26,0.82,0.04
13862,0.24,2012.0,0.53,0.27,0.04
13863,0.39,2001.0,0.42,0.2,0.04
13864,0.38,2009.0,0.45,0.08,0.04
13865,0.24,2010.0,0.62,0.16,0.04
13866,0.15,2015.0,0.62,0.02,0.04
13867,0.31,2002.0,0.59,0.31,0.04
13868,0.61,1999.0,0.42,0.43,0.04
13869,0.49,2015.0,0.42,0.28,0.04
13870,0.15,2016.0,0.47,0.16,0.04
13871,0.27,2006.0,0.26,0.35,0.04
13872,0.58,,0.59,0.17,0.04
13873,0.66,2016.0,0.53,0.04,0.04
13874,0.38,2009.0,0.47,0.24,0.04
13875,0.31,2001.0,0.53,0.27,0.04
13876,0.27,2007.0,0.53,0.82,0.04
13877,0.36,2006.0,0.53,0.27,0.04
13878,0.38,2007.0,0.47,0.17,0.04
13879,0.7,2010.0,0.57,0.15,0.04
13880,0.58,2005.0,0.53,0.07,0.04
13881,0.78,2015.0,0.53,0.08,0.04
13882,0.7,2009.0,0.59,0.15,0.04
13883,0.83,2016.0,0.57,0.03,0.04
13884,0.58,2008.0,0.19,0.02,0.04
13885,0.72,2009.0,0.59,0.1,0.04
13886,0.27,2003.0,0.79,1.3,0.04
13887,0.83,2016.0,0.47,0.43,0.04
13888,0.15,2016.0,0.53,0.13,0.04
13889,0.49,2015.0,0.53,2.54,0.04
13890,0.31,2003.0,0.59,0.31,0.04
13891,0.7,2009.0,0.47,0.52,0.04
13892,0.38,2011.0,0.47,0.18,0.04
13893,0.61,1995.0,0.47,0.1,0.04
13894,0.27,2004.0,0.59,0.21,0.04
13895,0.24,2005.0,0.59,0.89,0.04
13896,0.24,2006.0,0.42,0.27,0.04
13897,0.24,2007.0,0.26,0.2,0.04
13898,0.61,2001.0,0.94,0.52,0.04
13899,0.7,2008.0,0.19,0.12,0.04
13900,0.24,2006.0,0.53,0.16,0.04
13901,0.61,1999.0,0.19,0.27,0.04
13902,0.61,1997.0,0.79,0.34,0.04
13903,0.38,2012.0,0.53,0.27,0.04
13904,0.58,2002.0,0.57,1.12,0.04
13905,0.38,2010.0,0.42,0.07,0.04
13906,0.27,2009.0,0.53,0.48,0.04
13907,0.27,2004.0,0.53,0.82,0.04
13908,0.61,1999.0,0.26,0.11,0.04
13909,0.61,1996.0,0.79,0.07,0.04
13910,0.38,2010.0,0.47,0.08,0.04
13911,0.61,1996.0,0.57,0.23,0.04
13912,0.27,2015.0,0.53,0.66,0.04
13913,0.27,2009.0,0.19,0.21,0.04
13914,0.61,1997.0,0.45,0.82,0.04
13915,0.39,2004.0,0.53,0.27,0.04
13916,0.12,1996.0,0.53,0.12,0.04
13917,0.57,2012.0,0.47,0.52,0.04
13918,0.27,2015.0,0.26,0.97,0.04
13919,0.39,2002.0,0.53,0.48,0.04
13920,0.49,2015.0,0.53,0.14,0.04
13921,0.61,1999.0,0.47,0.34,0.04
13922,0.24,2012.0,0.53,0.27,0.04
13923,0.39,2005.0,0.53,0.04,0.04
13924,0.24,2012.0,0.53,0.27,0.04
13925,0.66,2015.0,0.57,0.03,0.04
13926,0.58,2004.0,0.19,0.11,0.04
13927,0.24,2006.0,0.47,0.03,0.04
13928,0.39,2002.0,0.79,0.75,0.04
13929,0.24,2009.0,0.26,0.16,0.04
13930,0.72,2014.0,0.19,0.14,0.04
13931,0.36,2006.0,0.57,0.34,0.04
13932,0.27,2015.0,0.45,0.17,0.04
13933,0.49,2015.0,0.19,0.02,0.04
13934,0.24,2011.0,0.19,0.27,0.04
13935,0.38,2007.0,0.45,0.5,0.04
13936,0.36,2002.0,0.57,0.34,0.04
13937,0.38,2006.0,0.79,0.75,0.04
13938,0.15,2015.0,0.47,0.27,0.04
13939,0.58,2002.0,0.57,0.34,0.04
13940,0.58,2006.0,0.19,0.08,0.04
13941,0.78,2009.0,0.59,0.06,0.04
13942,0.72,2008.0,0.19,0.89,0.04
13943,0.38,2007.0,0.57,0.52,0.04
13944,0.38,2008.0,0.79,0.1,0.04
13945,0.38,2005.0,0.47,0.17,0.04
13946,0.78,2013.0,0.53,0.53,0.04
13947,0.27,2011.0,0.62,0.03,0.04
13948,0.27,2003.0,0.26,0.13,0.04
13949,0.38,2006.0,0.62,2.54,0.04
13950,0.39,2005.0,0.59,0.12,0.04
13951,0.24,2009.0,0.59,0.24,0.04
13952,0.66,2016.0,0.79,0.53,0.04
13953,0.38,2008.0,0.19,0.11,0.04
13954,0.15,2014.0,0.62,0.16,0.04
13955,0.66,2014.0,0.53,0.16,0.04
13956,0.49,2015.0,0.53,0.08,0.04
13957,0.72,2014.0,0.62,0.24,0.04
13958,0.58,2007.0,0.57,0.82,0.04
13959,0.38,2008.0,0.45,0.34,0.04
13960,0.31,2008.0,0.19,0.1,0.04
13961,0.58,2004.0,0.53,0.34,0.04
13962,0.39,2002.0,0.79,0.52,0.04
13963,0.24,2010.0,0.19,0.07,0.04
13964,0.78,,0.79,,0.04
13965,0.38,2010.0,0.47,0.13,0.04
13966,0.38,2007.0,0.42,0.2,0.04
13967,0.39,2002.0,0.53,0.75,0.04
13968,0.78,2010.0,0.62,0.53,0.04
13969,0.15,2014.0,0.59,0.16,0.04
13970,0.38,2009.0,0.79,0.06,0.04
13971,0.39,2003.0,0.94,0.12,0.04
13972,0.15,2015.0,0.57,0.52,0.04
13973,0.19,1994.0,0.53,0.1,0.04
13974,0.58,2006.0,0.26,0.03,0.04
13975,0.58,2005.0,0.62,0.29,0.04
13976,0.24,2012.0,0.53,0.03,0.04
13977,0.61,1999.0,0.42,0.27,0.04
13978,0.24,2013.0,0.19,0.03,0.04
13979,0.15,2014.0,0.62,0.27,0.04
13980,0.38,2007.0,0.19,0.13,0.04
13981,0.39,2005.0,0.53,0.27,0.04
13982,0.27,2011.0,0.94,0.13,0.04
13983,0.49,2016.0,0.47,0.05,0.04
13984,0.58,2008.0,0.47,0.13,0.04
13985,0.27,2011.0,0.26,0.17,0.04
13986,0.36,2004.0,0.94,0.97,0.04
13987,0.72,2015.0,0.53,0.82,0.04
13989,0.72,2009.0,0.26,0.05,0.04
13990,0.72,2012.0,0.62,0.14,0.04
13991,0.58,2006.0,0.53,0.11,0.04
13992,0.27,2013.0,0.19,0.05,0.04
13993,0.24,2009.0,0.19,0.16,0.04
13994,0.61,1998.0,0.62,0.14,0.04
13995,0.72,2015.0,0.57,0.82,0.04
13996,0.66,2016.0,0.79,0.75,0.04
13997,0.58,2009.0,0.47,0.18,0.04
13998,0.24,2008.0,0.42,0.04,0.04
13999,0.58,2006.0,0.59,0.89,0.04
14000,0.58,2005.0,0.79,0.53,0.04
14001,0.38,2008.0,0.47,0.24,0.04
14002,0.31,2002.0,0.59,0.27,0.04
14003,0.27,2003.0,0.26,1.3,0.04
14004,0.31,2000.0,0.53,0.43,0.04
14005,0.31,2005.0,0.53,0.34,0.04
14006,0.7,2009.0,0.42,0.09,0.04
14007,0.49,2016.0,0.19,0.04,0.04
14008,0.72,2011.0,0.53,0.34,0.04
14009,0.24,2007.0,0.42,0.14,0.04
14010,0.31,2005.0,0.53,0.53,0.04
14011,0.72,2007.0,0.62,0.52,0.04
14012,0.39,2002.0,0.79,0.77,0.04
14013,0.27,2008.0,0.42,0.04,0.04
14014,0.38,2007.0,0.47,0.43,0.04
14015,0.24,2011.0,0.19,0.03,0.04
14016,0.38,2010.0,0.26,0.16,0.04
14017,0.24,2010.0,0.19,0.89,0.04
14018,0.38,2011.0,0.42,0.06,0.04
14019,0.58,2009.0,0.19,0.03,0.04
14020,0.27,2007.0,0.26,0.35,0.04
14021,0.31,2003.0,0.57,0.08,0.04
14022,0.58,2006.0,0.57,0.43,0.04
14023,0.27,2008.0,0.79,0.21,0.04
14024,0.7,2009.0,0.57,0.34,0.04
14025,0.58,2004.0,0.79,0.27,0.04
14026,0.15,2015.0,0.62,0.27,0.04
14027,0.58,2006.0,0.19,0.34,0.04
14028,0.58,2005.0,0.47,0.52,0.04
14029,0.24,2012.0,0.53,0.53,0.04
14030,0.27,2009.0,0.26,0.52,0.04
14031,0.61,1996.0,0.47,0.26,0.04
14032,0.38,2010.0,0.45,0.17,0.04
14033,0.39,2003.0,0.57,0.11,0.04
14034,0.31,2003.0,0.79,0.08,0.04
14035,0.38,2006.0,0.57,0.13,0.04
14036,1.05,1994.0,0.57,0.43,0.04
14037,0.31,2004.0,0.19,0.03,0.04
14038,0.27,1998.0,0.26,0.35,0.04
14039,0.58,2007.0,0.26,0.24,0.04
14040,0.38,2004.0,0.47,0.16,0.04
14041,0.27,2007.0,0.53,0.5,0.04
14042,0.78,2010.0,0.79,0.03,0.04
14043,0.49,2013.0,0.47,0.13,0.04
14044,0.38,2008.0,0.47,0.12,0.04
14045,0.39,2001.0,0.53,0.14,0.04
14046,0.49,2015.0,0.53,0.27,0.04
14047,0.24,2009.0,0.62,0.16,0.04
14048,0.7,,0.53,0.17,0.04
14049,0.72,2010.0,0.57,0.04,0.04
14050,0.61,1999.0,0.62,0.16,0.04
14051,0.27,2007.0,0.62,0.07,0.04
14052,0.38,2009.0,0.47,0.17,0.04
14053,0.27,2010.0,0.62,0.43,0.04
14054,0.57,2014.0,0.53,0.27,0.04
14055,0.49,2015.0,0.26,0.16,0.04
14056,0.27,2006.0,0.45,0.52,0.04
14057,0.24,,0.62,0.2,0.04
14058,0.27,,0.26,0.17,0.04
14059,0.24,2006.0,0.62,0.89,0.04
14060,0.7,2009.0,0.47,0.52,0.04
14061,0.38,2009.0,0.53,0.62,0.04
14062,0.38,2010.0,0.45,0.52,0.04
14063,0.38,2008.0,0.53,0.16,0.04
14064,0.38,2010.0,0.62,0.23,0.04
14065,0.27,2010.0,0.26,0.08,0.04
14066,0.24,2010.0,0.19,0.02,0.04
14067,0.38,2011.0,0.42,0.12,0.04
14068,0.39,2006.0,0.94,0.35,0.04
14069,0.39,2003.0,0.47,0.48,0.04
14070,0.38,2008.0,0.42,0.08,0.04
14071,0.38,2009.0,0.47,0.21,0.04
14072,0.38,2008.0,0.62,0.04,0.04
14073,0.27,1998.0,0.62,0.22,0.04
14074,0.38,2005.0,0.62,0.34,0.04
14075,0.15,2016.0,0.53,0.11,0.04
14076,0.27,2005.0,0.53,0.22,0.04
14077,0.38,2007.0,0.59,0.12,0.04
14078,0.27,2011.0,0.26,0.13,0.04
14079,0.27,2008.0,0.26,0.07,0.04
14080,0.58,2007.0,0.59,0.48,0.04
14081,0.31,2003.0,0.62,0.48,0.04
14082,0.15,2015.0,0.57,0.89,0.04
14083,0.38,2004.0,0.42,0.11,0.04
14084,0.27,2006.0,0.53,0.5,0.04
14085,0.83,2015.0,0.53,0.52,0.04
14086,0.27,2011.0,0.53,0.08,0.04
14087,0.58,2006.0,0.19,0.16,0.04
14088,0.31,2006.0,0.79,0.06,0.04
14089,0.38,,0.53,,0.04
14090,0.58,2003.0,0.47,0.38,0.04
14091,0.27,2003.0,0.79,0.75,0.04
14092,0.72,2010.0,0.79,0.17,0.04
14093,0.24,2012.0,0.19,0.02,0.04
14094,0.83,2016.0,0.19,0.11,0.04
14095,1.05,1994.0,0.94,0.34,0.04
14096,0.38,2011.0,0.19,0.03,0.04
14097,0.27,2014.0,0.62,0.52,0.04
14098,0.24,2012.0,0.53,0.27,0.04
14099,0.38,2009.0,0.62,0.07,0.04
14100,0.24,,0.57,0.17,0.03
14101,0.49,2011.0,0.26,0.16,0.03
14102,0.58,2006.0,0.45,0.03,0.03
14103,0.38,2013.0,0.57,0.13,0.03
14104,0.7,2008.0,0.59,0.08,0.03
14105,0.57,2013.0,0.53,0.13,0.03
14106,0.72,2013.0,0.53,0.75,0.03
14107,0.39,2001.0,0.53,0.75,0.03
14108,0.72,2013.0,0.53,0.13,0.03
14109,0.7,2010.0,0.79,0.06,0.03
14110,0.49,2015.0,0.47,0.09,0.03
14111,0.72,2010.0,0.47,0.17,0.03
14112,0.27,2011.0,0.26,0.03,0.03
14113,0.38,2008.0,0.47,0.07,0.03
14114,0.72,2012.0,0.53,0.29,0.03
14115,0.31,2005.0,0.59,0.14,0.03
14116,0.72,2013.0,0.19,0.06,0.03
